caseid,event
case199,M
case200,T
case200,N
case200,O
case200,Q
case200,R
case200,S
case200,C
case200,E
case200,G
case200,H
case200,I
case200,J
case200,L
case200,M
case201,T
case201,N
case201,O
case201,Q
case201,R
case201,S
case201,C
case201,E
case201,G
case201,H
case201,I
case201,J
case201,L
case201,M
case202,T
case202,N
case202,O
case202,Q
case202,R
case202,S
case202,C
case202,E
case202,G
case202,H
case202,I
case202,J
case202,L
case202,M
case203,T
case203,N
case203,O
case203,Q
case203,R
case203,S
case203,C
case203,E
case203,G
case203,H
case203,I
case203,J
case203,L
case203,M
case204,T
case204,N
case204,O
case204,Q
case204,R
case204,S
case204,C
case204,E
case204,G
case204,H
case204,I
case204,J
case204,L
case204,M
case205,T
case205,N
case205,O
case205,Q
case205,R
case205,S
case205,C
case205,E
case205,G
case205,H
case205,I
case205,J
case205,L
case205,M
case206,T
case206,N
case206,O
case206,Q
case206,R
case206,S
case206,C
case206,E
case206,G
case206,H
case206,I
case206,J
case206,L
case206,M
case207,T
case207,N
case207,O
case207,Q
case207,R
case207,S
case207,C
case207,E
case207,G
case207,H
case207,I
case207,J
case207,L
case207,M
case208,T
case208,N
case208,O
case208,Q
case208,R
case208,S
case208,C
case208,E
case208,G
case208,H
case208,I
case208,J
case208,L
case208,M
case209,T
case209,N
case209,O
case209,Q
case209,R
case209,S
case209,C
case209,E
case209,G
case209,H
case209,I
case209,J
case209,L
case209,M
case210,T
case210,N
case210,O
case210,Q
case210,R
case210,S
case210,C
case210,D
case210,F
case210,H
case210,c
case210,d
case210,D
case210,F
case210,H
case210,I
case210,J
case210,K
case210,M
case211,T
case211,N
case211,O
case211,Q
case211,R
case211,S
case211,C
case211,D
case211,F
case211,H
case211,c
case211,d
case211,D
case211,F
case211,H
case211,I
case211,J
case211,K
case211,M
case212,T
case212,N
case212,O
case212,Q
case212,R
case212,S
case212,C
case212,D
case212,F
case212,H
case212,c
case212,d
case212,D
case212,F
case212,H
case212,I
case212,J
case212,K
case212,M
case213,T
case213,N
case213,O
case213,Q
case213,R
case213,S
case213,C
case213,D
case213,F
case213,H
case213,c
case213,d
case213,D
case213,F
case213,H
case213,I
case213,J
case213,K
case213,M
case214,T
case214,N
case214,O
case214,Q
case214,R
case214,S
case214,C
case214,D
case214,F
case214,H
case214,c
case214,d
case214,D
case214,F
case214,H
case214,I
case214,J
case214,K
case214,M
case215,T
case215,N
case215,O
case215,Q
case215,R
case215,S
case215,C
case215,D
case215,F
case215,H
case215,c
case215,d
case215,D
case215,F
case215,H
case215,I
case215,J
case215,K
case215,M
case216,T
case216,N
case216,O
case216,Q
case216,R
case216,S
case216,C
case216,D
case216,F
case216,H
case216,c
case216,d
case216,D
case216,F
case216,H
case216,I
case216,J
case216,K
case216,M
case217,T
case217,N
case217,O
case217,Q
case217,R
case217,S
case217,C
case217,D
case217,F
case217,H
case217,c
case217,d
case217,D
case217,F
case217,H
case217,I
case217,J
case217,K
case217,M
case218,T
case218,N
case218,O
case218,Q
case218,R
case218,S
case218,C
case218,D
case218,F
case218,H
case218,c
case218,d
case218,D
case218,F
case218,H
case218,I
case218,J
case218,K
case218,M
case219,T
case219,N
case219,O
case219,Q
case219,R
case219,S
case219,C
case219,D
case219,F
case219,H
case219,c
case219,d
case219,D
case219,F
case219,H
case219,I
case219,J
case219,K
case219,M
case220,T
case220,N
case220,O
case220,Q
case220,R
case220,S
case220,C
case220,E
case220,G
case220,H
case220,c
case220,d
case220,E
case220,G
case220,H
case220,I
case220,J
case220,K
case220,M
case221,T
case221,N
case221,O
case221,Q
case221,R
case221,S
case221,C
case221,E
case221,G
case221,H
case221,c
case221,d
case221,E
case221,G
case221,H
case221,I
case221,J
case221,K
case221,M
case222,T
case222,N
case222,O
case222,Q
case222,R
case222,S
case222,C
case222,E
case222,G
case222,H
case222,c
case222,d
case222,E
case222,G
case222,H
case222,I
case222,J
case222,K
case222,M
case223,T
case223,N
case223,O
case223,Q
case223,R
case223,S
case223,C
case223,E
case223,G
case223,H
case223,c
case223,d
case223,E
case223,G
case223,H
case223,I
case223,J
case223,K
case223,M
case224,T
case224,N
case224,O
case224,Q
case224,R
case224,S
case224,C
case224,E
case224,G
case224,H
case224,c
case224,d
case224,E
case224,G
case224,H
case224,I
case224,J
case224,K
case224,M
case225,T
case225,N
case225,O
case225,Q
case225,R
case225,S
case225,C
case225,E
case225,G
case225,H
case225,c
case225,d
case225,E
case225,G
case225,H
case225,I
case225,J
case225,K
case225,M
case226,T
case226,N
case226,O
case226,Q
case226,R
case226,S
case226,C
case226,E
case226,G
case226,H
case226,c
case226,d
case226,E
case226,G
case226,H
case226,I
case226,J
case226,K
case226,M
case227,T
case227,N
case227,O
case227,Q
case227,R
case227,S
case227,C
case227,E
case227,G
case227,H
case227,c
case227,d
case227,E
case227,G
case227,H
case227,I
case227,J
case227,K
case227,M
case228,T
case228,N
case228,O
case228,Q
case228,R
case228,S
case228,C
case228,E
case228,G
case228,H
case228,c
case228,d
case228,E
case228,G
case228,H
case228,I
case228,J
case228,K
case228,M
case229,T
case229,N
case229,O
case229,Q
case229,R
case229,S
case229,C
case229,E
case229,G
case229,H
case229,c
case229,d
case229,E
case229,G
case229,H
case229,I
case229,J
case229,K
case229,M
case230,T
case230,N
case230,O
case230,Q
case230,R
case230,S
case230,C
case230,D
case230,F
case230,H
case230,c
case230,d
case230,D
case230,F
case230,H
case230,I
case230,J
case230,L
case230,M
case231,T
case231,N
case231,O
case231,Q
case231,R
case231,S
case231,C
case231,D
case231,F
case231,H
case231,c
case231,d
case231,D
case231,F
case231,H
case231,I
case231,J
case231,L
case231,M
case232,T
case232,N
case232,O
case232,Q
case232,R
case232,S
case232,C
case232,D
case232,F
case232,H
case232,c
case232,d
case232,D
case232,F
case232,H
case232,I
case232,J
case232,L
case232,M
case233,T
case233,N
case233,O
case233,Q
case233,R
case233,S
case233,C
case233,D
case233,F
case233,H
case233,c
case233,d
case233,D
case233,F
case233,H
case233,I
case233,J
case233,L
case233,M
case234,T
case234,N
case234,O
case234,Q
case234,R
case234,S
case234,C
case234,D
case234,F
case234,H
case234,c
case234,d
case234,D
case234,F
case234,H
case234,I
case234,J
case234,L
case234,M
case235,T
case235,N
case235,O
case235,Q
case235,R
case235,S
case235,C
case235,D
case235,F
case235,H
case235,c
case235,d
case235,D
case235,F
case235,H
case235,I
case235,J
case235,L
case235,M
case236,T
case236,N
case236,O
case236,Q
case236,R
case236,S
case236,C
case236,D
case236,F
case236,H
case236,c
case236,d
case236,D
case236,F
case236,H
case236,I
case236,J
case236,L
case236,M
case237,T
case237,N
case237,O
case237,Q
case237,R
case237,S
case237,C
case237,D
case237,F
case237,H
case237,c
case237,d
case237,D
case237,F
case237,H
case237,I
case237,J
case237,L
case237,M
case238,T
case238,N
case238,O
case238,Q
case238,R
case238,S
case238,C
case238,D
case238,F
case238,H
case238,c
case238,d
case238,D
case238,F
case238,H
case238,I
case238,J
case238,L
case238,M
case239,T
case239,N
case239,O
case239,Q
case239,R
case239,S
case239,C
case239,D
case239,F
case239,H
case239,c
case239,d
case239,D
case239,F
case239,H
case239,I
case239,J
case239,L
case239,M
case240,T
case240,N
case240,O
case240,Q
case240,R
case240,S
case240,C
case240,E
case240,G
case240,H
case240,c
case240,d
case240,E
case240,G
case240,H
case240,I
case240,J
case240,L
case240,M
case241,T
case241,N
case241,O
case241,Q
case241,R
case241,S
case241,C
case241,E
case241,G
case241,H
case241,c
case241,d
case241,E
case241,G
case241,H
case241,I
case241,J
case241,L
case241,M
case242,T
case242,N
case242,O
case242,Q
case242,R
case242,S
case242,C
case242,E
case242,G
case242,H
case242,c
case242,d
case242,E
case242,G
case242,H
case242,I
case242,J
case242,L
case242,M
case243,T
case243,N
case243,O
case243,Q
case243,R
case243,S
case243,C
case243,E
case243,G
case243,H
case243,c
case243,d
case243,E
case243,G
case243,H
case243,I
case243,J
case243,L
case243,M
case244,T
case244,N
case244,O
case244,Q
case244,R
case244,S
case244,C
case244,E
case244,G
case244,H
case244,c
case244,d
case244,E
case244,G
case244,H
case244,I
case244,J
case244,L
case244,M
case245,T
case245,N
case245,O
case245,Q
case245,R
case245,S
case245,C
case245,E
case245,G
case245,H
case245,c
case245,d
case245,E
case245,G
case245,H
case245,I
case245,J
case245,L
case245,M
case246,T
case246,N
case246,O
case246,Q
case246,R
case246,S
case246,C
case246,E
case246,G
case246,H
case246,c
case246,d
case246,E
case246,G
case246,H
case246,I
case246,J
case246,L
case246,M
case247,T
case247,N
case247,O
case247,Q
case247,R
case247,S
case247,C
case247,E
case247,G
case247,H
case247,c
case247,d
case247,E
case247,G
case247,H
case247,I
case247,J
case247,L
case247,M
case248,T
case248,N
case248,O
case248,Q
case248,R
case248,S
case248,C
case248,E
case248,G
case248,H
case248,c
case248,d
case248,E
case248,G
case248,H
case248,I
case248,J
case248,L
case248,M
case249,T
case249,N
case249,O
case249,Q
case249,R
case249,S
case249,C
case249,E
case249,G
case249,H
case249,c
case249,d
case249,E
case249,G
case249,H
case249,I
case249,J
case249,L
case249,M
