caseid,event
case186,M
case187,T
case187,N
case187,O
case187,Q
case187,R
case187,S
case187,C
case187,D
case187,F
case187,H
case187,c
case187,d
case187,D
case187,F
case187,H
case187,I
case187,J
case187,L
case187,M
case188,T
case188,N
case188,O
case188,Q
case188,R
case188,S
case188,C
case188,D
case188,F
case188,H
case188,c
case188,d
case188,D
case188,F
case188,H
case188,I
case188,J
case188,L
case188,M
case189,T
case189,N
case189,O
case189,Q
case189,R
case189,S
case189,C
case189,D
case189,F
case189,H
case189,c
case189,d
case189,D
case189,F
case189,H
case189,I
case189,J
case189,L
case189,M
